baker,last_name,series,baker_age,baker_occupation,hometown,episode,technical,result,signature_bake,show_stopper
mat,Riley,6,37,Fire fighter,London,3,8,IN,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",Curry Inspired Brighton Pavilion
mat,Riley,6,37,Fire fighter,London,4,7,IN,Coconut Crème Brûlées,Chocolate Bar Cheesecakes
mat,Riley,6,37,Fire fighter,London,5,4,IN,Sugar Free Carrot Cake,Raspberry and Coconut Ice Cream Roll
mat,Riley,6,37,Fire fighter,London,6,1,STAR BAKER,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents
mat,Riley,6,37,Fire fighter,London,7,6,OUT,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe
mat,Riley,6,37,Fire fighter,London,8,NA,NA,NA,NA
mat,Riley,6,37,Fire fighter,London,9,NA,NA,NA,NA
mat,Riley,6,37,Fire fighter,London,10,NA,NA,NA,NA
michael,Chakraverty,10,26,Theatre manager/fitness instructor,Stratford-upon-Avon,1,11,IN,NA,NA
michael,Chakraverty,10,26,Theatre manager/fitness instructor,Stratford-upon-Avon,2,4,IN,NA,NA
michael,Chakraverty,10,26,Theatre manager/fitness instructor,Stratford-upon-Avon,3,6,STAR BAKER,NA,NA
michael,Chakraverty,10,26,Theatre manager/fitness instructor,Stratford-upon-Avon,4,7,IN,NA,NA
michael,Chakraverty,10,26,Theatre manager/fitness instructor,Stratford-upon-Avon,5,8,IN,NA,NA
michael,Chakraverty,10,26,Theatre manager/fitness instructor,Stratford-upon-Avon,6,6,IN,NA,NA
michael,Chakraverty,10,26,Theatre manager/fitness instructor,Stratford-upon-Avon,7,5,OUT,NA,NA
michael,Chakraverty,10,26,Theatre manager/fitness instructor,Stratford-upon-Avon,8,NA,NA,NA,NA
michael,Chakraverty,10,26,Theatre manager/fitness instructor,Stratford-upon-Avon,9,NA,NA,NA,NA
michael,Chakraverty,10,26,Theatre manager/fitness instructor,Stratford-upon-Avon,10,NA,NA,NA,NA
michael,Georgiou,7,20,Student,Durham,1,3,IN,"Lime, Ginger and Honey Drizzle Cake",Matcha Tea Chocolate Mirror Glaze
michael,Georgiou,7,20,Student,Durham,2,9,IN,"Malt, Chocolate and Orange Iced ""Beer"" Biscuits",Trip to See Santa in Lapland
michael,Georgiou,7,20,Student,Durham,3,7,OUT,Chocolate and Chilli Swirl Plait,Cypriot Dove and Olive Branch Plaited Loaf with Houmous
michael,Georgiou,7,20,Student,Durham,4,NA,NA,NA,NA
michael,Georgiou,7,20,Student,Durham,5,NA,NA,NA,NA
michael,Georgiou,7,20,Student,Durham,6,NA,NA,NA,NA
michael,Georgiou,7,20,Student,Durham,7,NA,NA,NA,NA
michael,Georgiou,7,20,Student,Durham,8,NA,NA,NA,NA
michael,Georgiou,7,20,Student,Durham,9,NA,NA,NA,NA
michael,Georgiou,7,20,Student,Durham,10,NA,NA,NA,NA
michelle,Evans-Fecci,10,35,Print shop administrator,"Tenby, Wales",1,6,STAR BAKER,NA,NA
michelle,Evans-Fecci,10,35,Print shop administrator,"Tenby, Wales",2,8,IN,NA,NA
michelle,Evans-Fecci,10,35,Print shop administrator,"Tenby, Wales",3,5,IN,NA,NA
michelle,Evans-Fecci,10,35,Print shop administrator,"Tenby, Wales",4,5,IN,NA,NA
michelle,Evans-Fecci,10,35,Print shop administrator,"Tenby, Wales",5,7,OUT,NA,NA
michelle,Evans-Fecci,10,35,Print shop administrator,"Tenby, Wales",6,NA,NA,NA,NA
michelle,Evans-Fecci,10,35,Print shop administrator,"Tenby, Wales",7,NA,NA,NA,NA
michelle,Evans-Fecci,10,35,Print shop administrator,"Tenby, Wales",8,NA,NA,NA,NA
michelle,Evans-Fecci,10,35,Print shop administrator,"Tenby, Wales",9,NA,NA,NA,NA
michelle,Evans-Fecci,10,35,Print shop administrator,"Tenby, Wales",10,NA,NA,NA,NA
miranda,Browne,1,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",1,8,IN,"Triple Layered Brownie Meringue Cake
with Raspberry Cream",Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations
miranda,Browne,1,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",2,3,IN,Fresh Vanilla Biscuits with Royal Icing,Pistachio Macarons
miranda,Browne,1,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",3,3,IN,Walnut and Apricot Bread,"Lemon Iced Buns
Chocolate and Orange Buns"
miranda,Browne,1,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",4,1,IN,Sticky Toffee Pudding,"Queen of Puddings, Chocolate Pear Roly Poly, Strawberry and Rhubarb Crumble"
miranda,Browne,1,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",5,1,IN,"Summery Salmon, Cod and Prawn Fish Pie","Chocolate Pastry filled with Orange Cheesecake  Chocolate Pastry filled with Milk Chocolate Ganche  Strawberry Tart with Red Currant Glaze  Cheesy Crab, Broad Bean and Tomato, Pancetta Risotto Canapés"
miranda,Browne,1,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",6,NA,Runner-up,Lemon Cupcake,Eliminated after signature
nadiya,Hussain,6,30,Full-time mother,Leeds / Luton,1,12,IN,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau
nadiya,Hussain,6,30,Full-time mother,Leeds / Luton,2,9,IN,"Coconut, Fennel and Pistachio Biscotti",Box of Fortunes
nadiya,Hussain,6,30,Full-time mother,Leeds / Luton,3,9,IN,Mexican Bread with Warm Tomato Salsa,Snake Charmer's Basket
nadiya,Hussain,6,30,Full-time mother,Leeds / Luton,4,8,IN,Cinnamon Tea Crème Brûlées,Fizzy Pop Cheesecakes
nadiya,Hussain,6,30,Full-time mother,Leeds / Luton,5,1,STAR BAKER,Naked Blueberry and Caraway Crunch Cake,Chocolate and Strawberry Lime Ice Cream Roll
nadiya,Hussain,6,30,Full-time mother,Leeds / Luton,6,4,IN,"Bay Leaf, Rong Tea and Pear Tart",Bengali Korma and Clementine with Cod Vol-au-vents
nadiya,Hussain,6,30,Full-time mother,Leeds / Luton,7,1,IN,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe
nadiya,Hussain,6,30,Full-time mother,Leeds / Luton,8,1,STAR BAKER,Rose Pistachio and Mocha Hazelnut Horns,Bubble Gum and Peppermint Cream Religieuse à l'ancienne
nadiya,Hussain,6,30,Full-time mother,Leeds / Luton,9,4,STAR BAKER,Peanut Salted Caramel and Chocolate Tart,Peacock in Nan's Door
nadiya,Hussain,6,30,Full-time mother,Leeds / Luton,10,1,WINNER,Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers,My Big Fat British Wedding Cake
nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",1,1,STAR BAKER,Coffee and Hazelnut Swiss Roll,Jaffa Orange Cakes
nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",2,2,IN,Fennel and Rye Thins,Hansel and Gretel Scene
nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",3,5,IN,Cider and Walnut Crusty Rolls,'Full English' Stromboli
nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",4,4,IN,Pistachio Puddings with Chocolate Sauce,Summer Pudding Alaska
nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",5,4,IN,Chocolate Crusted Passion Fruit Tart,Trio of Apple Pies
nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",6,1,IN,Rum Punch Savarin with Coconut Cream and Tropical Fruits,Chocolate and Caramel Dobos Torte
nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",7,2,IN,Spicy Duck Pasties,Smoked Salmon and Horseradish & Raspberry Ripple Éclairs
nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",8,3,IN,Lincolnshire Plum Braid,"Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)"
nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",9,3,IN,Coffee and Chocolate BaklavaBreakfast Baklava,Raspberry NonnettesLime and Passion Fruit Entremets
nancy,Birtwhistle,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",10,1,WINNER,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill
natasha,Stringer,3,36,Midwife,"Tamworth, Staffordshire",1,12,OUT,Pineapple & Passion Fruit,Mother's Day Layered Rose Cake
natasha,Stringer,3,36,Midwife,"Tamworth, Staffordshire",2,NA,NA,NA,NA
natasha,Stringer,3,36,Midwife,"Tamworth, Staffordshire",3,NA,NA,NA,NA
natasha,Stringer,3,36,Midwife,"Tamworth, Staffordshire",4,NA,NA,NA,NA
natasha,Stringer,3,36,Midwife,"Tamworth, Staffordshire",5,NA,NA,NA,NA
natasha,Stringer,3,36,Midwife,"Tamworth, Staffordshire",6,NA,NA,NA,NA
natasha,Stringer,3,36,Midwife,"Tamworth, Staffordshire",7,NA,NA,NA,NA
natasha,Stringer,3,36,Midwife,"Tamworth, Staffordshire",8,NA,NA,NA,NA
natasha,Stringer,3,36,Midwife,"Tamworth, Staffordshire",9,NA,NA,NA,NA
natasha,Stringer,3,36,Midwife,"Tamworth, Staffordshire",10,NA,NA,NA,NA
norman,Calder,5,66,Retired Naval Officer,"Portknockie, Moray",1,11,IN,Black Forest Swiss Roll,Almond and Raspberry Mini Cakes
norman,Calder,5,66,Retired Naval Officer,"Portknockie, Moray",2,10,IN,Farthing Biscuits,Zulu Boats at Dawn
norman,Calder,5,66,Retired Naval Officer,"Portknockie, Moray",3,4,IN,Rye Bread Rolls,Chicken and Roasted Vegetable Picnic Loaf
norman,Calder,5,66,Retired Naval Officer,"Portknockie, Moray",4,8,IN,Mini Sticky Toffee Puddings,Baked Alaska with Strawberry Surprise
norman,Calder,5,66,Retired Naval Officer,"Portknockie, Moray",5,5,OUT,Tarte au Citron,Pieful Tower
norman,Calder,5,66,Retired Naval Officer,"Portknockie, Moray",6,NA,NA,NA,NA
norman,Calder,5,66,Retired Naval Officer,"Portknockie, Moray",7,NA,NA,NA,NA
norman,Calder,5,66,Retired Naval Officer,"Portknockie, Moray",8,NA,NA,NA,NA
norman,Calder,5,66,Retired Naval Officer,"Portknockie, Moray",9,NA,NA,NA,NA
norman,Calder,5,66,Retired Naval Officer,"Portknockie, Moray",10,NA,NA,NA,NA
paul,Jagger,6,49,Prison governor,"Swansea, Wales",1,10,IN,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation
paul,Jagger,6,49,Prison governor,"Swansea, Wales",2,10,IN,"Chocolate, Hazelnut and Fig Biscotti",Memory Box
paul,Jagger,6,49,Prison governor,"Swansea, Wales",3,10,IN,Cranberry and Orange Sweet Soda Breads,King of the Jungle
paul,Jagger,6,49,Prison governor,"Swansea, Wales",4,1,IN,Almond Crème Brûlées,Berry Cheesecake Tower
paul,Jagger,6,49,Prison governor,"Swansea, Wales",5,2,IN,Carrot & Pecan Cake,Dessert Island Getaway
paul,Jagger,6,49,Prison governor,"Swansea, Wales",6,5,IN,Christmas Frangipane Tart,Savoury and Sweet Bouchées
paul,Jagger,6,49,Prison governor,"Swansea, Wales",7,2,IN,Not a Boaring Pie,Charlotte Rose
paul,Jagger,6,49,Prison governor,"Swansea, Wales",8,5,OUT,Café Tipple & Banana Crunch-away Horns,Religieuse à l'ancienne
paul,Jagger,6,49,Prison governor,"Swansea, Wales",9,NA,NA,NA,NA
paul,Jagger,6,49,Prison governor,"Swansea, Wales",10,NA,NA,NA,NA
peter,Abatan,8,52,IT programme manager,"Southend, Essex",1,10,OUT,Coconut Cake,'Bread on a Breadboard' Cake
peter,Abatan,8,52,IT programme manager,"Southend, Essex",2,NA,NA,NA,NA
peter,Abatan,8,52,IT programme manager,"Southend, Essex",3,NA,NA,NA,NA
peter,Abatan,8,52,IT programme manager,"Southend, Essex",4,NA,NA,NA,NA
peter,Abatan,8,52,IT programme manager,"Southend, Essex",5,NA,NA,NA,NA
peter,Abatan,8,52,IT programme manager,"Southend, Essex",6,NA,NA,NA,NA
peter,Abatan,8,52,IT programme manager,"Southend, Essex",7,NA,NA,NA,NA
peter,Abatan,8,52,IT programme manager,"Southend, Essex",8,NA,NA,NA,NA
peter,Abatan,8,52,IT programme manager,"Southend, Essex",9,NA,NA,NA,NA
peter,Abatan,8,52,IT programme manager,"Southend, Essex",10,NA,NA,NA,NA
peter,Maloney,3,43,Sales manager,"Windsor, Berkshire",1,3,IN,"Pear, Muscat & Chocolate",Jubilee Cake
peter,Maloney,3,43,Sales manager,"Windsor, Berkshire",2,11,OUT,Fennel and Nigella Seed NaanBannock Bread,"Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels"
peter,Maloney,3,43,Sales manager,"Windsor, Berkshire",3,NA,NA,NA,NA
peter,Maloney,3,43,Sales manager,"Windsor, Berkshire",4,NA,NA,NA,NA
peter,Maloney,3,43,Sales manager,"Windsor, Berkshire",5,NA,NA,NA,NA
peter,Maloney,3,43,Sales manager,"Windsor, Berkshire",6,NA,NA,NA,NA
peter,Maloney,3,43,Sales manager,"Windsor, Berkshire",7,NA,NA,NA,NA
peter,Maloney,3,43,Sales manager,"Windsor, Berkshire",8,NA,NA,NA,NA
peter,Maloney,3,43,Sales manager,"Windsor, Berkshire",9,NA,NA,NA,NA
peter,Maloney,3,43,Sales manager,"Windsor, Berkshire",10,NA,NA,NA,NA
phil,Thorne,10,56,HGV driver,Rainham,1,8,IN,NA,NA
phil,Thorne,10,56,HGV driver,Rainham,2,3,IN,NA,NA
phil,Thorne,10,56,HGV driver,Rainham,3,10,IN,NA,NA
phil,Thorne,10,56,HGV driver,Rainham,4,6,OUT,NA,NA
phil,Thorne,10,56,HGV driver,Rainham,5,NA,NA,NA,NA
phil,Thorne,10,56,HGV driver,Rainham,6,NA,NA,NA,NA
phil,Thorne,10,56,HGV driver,Rainham,7,NA,NA,NA,NA
phil,Thorne,10,56,HGV driver,Rainham,8,NA,NA,NA,NA
phil,Thorne,10,56,HGV driver,Rainham,9,NA,NA,NA,NA
phil,Thorne,10,56,HGV driver,Rainham,10,NA,NA,NA,NA
priya,O'Shea,10,34,Marketing consultant,Leicester,1,7,IN,NA,NA
priya,O'Shea,10,34,Marketing consultant,Leicester,2,7,IN,NA,NA
priya,O'Shea,10,34,Marketing consultant,Leicester,3,4,IN,NA,NA
priya,O'Shea,10,34,Marketing consultant,Leicester,4,10,IN,NA,NA
priya,O'Shea,10,34,Marketing consultant,Leicester,5,2,IN,NA,NA
priya,O'Shea,10,34,Marketing consultant,Leicester,6,7,OUT,NA,NA
priya,O'Shea,10,34,Marketing consultant,Leicester,7,NA,NA,NA,NA
priya,O'Shea,10,34,Marketing consultant,Leicester,8,NA,NA,NA,NA
priya,O'Shea,10,34,Marketing consultant,Leicester,9,NA,NA,NA,NA
priya,O'Shea,10,34,Marketing consultant,Leicester,10,NA,NA,NA,NA
rahul,Mandal,9,30,Research scientist,Rotherham,1,7,IN,NA,NA
rahul,Mandal,9,30,Research scientist,Rotherham,2,2,STAR BAKER,NA,NA
rahul,Mandal,9,30,Research scientist,Rotherham,3,4,STAR BAKER,NA,NA
rahul,Mandal,9,30,Research scientist,Rotherham,4,4,IN,NA,NA
rahul,Mandal,9,30,Research scientist,Rotherham,5,3,IN,NA,NA
rahul,Mandal,9,30,Research scientist,Rotherham,6,3,IN,NA,NA
rahul,Mandal,9,30,Research scientist,Rotherham,7,1,IN,NA,NA
rahul,Mandal,9,30,Research scientist,Rotherham,8,5,IN,NA,NA
rahul,Mandal,9,30,Research scientist,Rotherham,9,4,IN,NA,NA
rahul,Mandal,9,30,Research scientist,Rotherham,10,2,WINNER,NA,NA
rav,Bansal,7,28,Student support,Erith,1,8,IN,Ginger Spice Yuzu Drizzle Cake,Colombian Mocha Mirror Glaze Cake
rav,Bansal,7,28,Student support,Erith,2,6,IN,Union Jack Bunting Biscuits,Gingerbread Christmas Fairground
rav,Bansal,7,28,Student support,Erith,3,10,IN,"Chocolate, Cardamom and Hazelnut Loaf",Three Tier Diwali Bread Centrepiece
rav,Bansal,7,28,Student support,Erith,4,9,IN,Thai Tofu Panang Yorkshires,Three Dip Matcha Pistachio Churros
rav,Bansal,7,28,Student support,Erith,5,8,IN,"Cinnamon Swirls and Pecan, Walnut and Maple Plaits",Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas
rav,Bansal,7,28,Student support,Erith,6,3,OUT,Mandarin Margarita Meringue Pie,Blossom Cake
rav,Bansal,7,28,Student support,Erith,7,NA,NA,NA,NA
rav,Bansal,7,28,Student support,Erith,8,NA,NA,NA,NA
rav,Bansal,7,28,Student support,Erith,9,NA,NA,NA,NA
rav,Bansal,7,28,Student support,Erith,10,NA,NA,NA,NA
richard,Burr,5,38,Builder,"Mill Hill, London",1,10,IN,Pistachio and Strawberry Swiss Roll,Miniature Coffee & Walnut Cakes
richard,Burr,5,38,Builder,"Mill Hill, London",2,1,STAR BAKER,Rosemary Seeded Crackers,Pirates!
richard,Burr,5,38,Builder,"Mill Hill, London",3,6,IN,Rye and Cranberry Rolls,Pesto Pinwheel
richard,Burr,5,38,Builder,"Mill Hill, London",4,5,STAR BAKER,Black Forest Chocolate Fondants,Tiramisu Baked Alaska
richard,Burr,5,38,Builder,"Mill Hill, London",5,7,IN,Fig and Orange Tart,Three Course Autumn Pie Feast
richard,Burr,5,38,Builder,"Mill Hill, London",6,5,IN,Fruity Guglhupf with an Orange Glaze,Sugar Forest Dobos Torte
richard,Burr,5,38,Builder,"Mill Hill, London",7,1,STAR BAKER,Minted Lamb Pasties,"Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)"
richard,Burr,5,38,Builder,"Mill Hill, London",8,4,STAR BAKER,Fruit Swedish Tea Ring,Rhubarb and Custard and Toffee Apple Doughnuts
richard,Burr,5,38,Builder,"Mill Hill, London",9,2,STAR BAKER,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets
richard,Burr,5,38,Builder,"Mill Hill, London",10,3,Runner-up,Pear Pain au ChocolatPain Au Lait,Mill on the Hill
robert,Billington,2,25,Photographer,London,1,3,IN,Blackberry and Vanilla Cupcakeswith Liquorice Frosting,Genoise Layered Mousse Cakewith Chocolate Ganache
robert,Billington,2,25,Photographer,London,2,5,IN,Smoked Bacon and Kale Quiche,"Chocolate, Fennel and Ginger TartAlmond, Creme Patissiere and Poached Pear Tart"
robert,Billington,2,25,Photographer,London,3,4,IN,Rye and Coriander Seed Loaf,Blueberry Brioche RollsLemon and Poppy Seed Rolls
robert,Billington,2,25,Photographer,London,4,7,IN,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons
robert,Billington,2,25,Photographer,London,5,3,OUT,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie
robert,Billington,2,25,Photographer,London,6,NA,NA,NA,NA
robert,Billington,2,25,Photographer,London,7,NA,NA,NA,NA
robert,Billington,2,25,Photographer,London,8,NA,NA,NA,NA
robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",1,1,STAR BAKER,Pecan and Apple Cake,Raspberry Chocolate Cake
robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",2,5,IN,Twisty Rye Bread Sticks,Tribute Loaf
robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",3,2,IN,Rhubarb and Orange Trifle,Almond FriandsTurǫn Macaroons
robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",4,3,IN,Apple and Pear Pie with Thyme,Spanakopita with St George's Mushrooms
robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",5,4,OUT,Blueberry & Orange Traybake,Dalek
robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",6,NA,NA,NA,NA
robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",7,NA,NA,NA,NA
robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",8,NA,NA,NA,NA
robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",9,NA,NA,NA,NA
robert,Smart,4,54,Space Satellite Designer,"Melbourn, Cambridgeshire",10,NA,NA,NA,NA
rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,1,2,IN,NA,NA
rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,2,5,IN,NA,NA
rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,3,9,IN,NA,NA
rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,4,4,IN,NA,NA
rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,5,5,IN,NA,NA
rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,6,5,IN,NA,NA
rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,7,1,IN,NA,NA
rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,8,2,IN,NA,NA
rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,9,1,OUT,NA,NA
rosie,Brandreth-Poynter,10,28,Veterinary surgeon,Somerset,10,NA,NA,NA,NA
ruby,Bhogal,9,29,Project manager,London,1,1,IN,NA,NA
ruby,Bhogal,9,29,Project manager,London,2,10,IN,NA,NA
ruby,Bhogal,9,29,Project manager,London,3,7,IN,NA,NA
ruby,Bhogal,9,29,Project manager,London,4,2,IN,NA,NA
ruby,Bhogal,9,29,Project manager,London,5,1,IN,NA,NA
ruby,Bhogal,9,29,Project manager,London,6,7,IN,NA,NA
ruby,Bhogal,9,29,Project manager,London,7,3,IN,NA,NA
ruby,Bhogal,9,29,Project manager,London,8,3,STAR BAKER,NA,NA
ruby,Bhogal,9,29,Project manager,London,9,1,STAR BAKER,NA,NA
ruby,Bhogal,9,29,Project manager,London,10,3,Runner-up,NA,NA
ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",1,12,IN,Rhubarb and Custard Sandwich Cake,Chocolate and Ginger Night Sky Cake
ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",2,3,STAR BAKER,Mexican Breadsticks,White Chocolate and Orange Peacock Bread
ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",3,3,IN,Desert Island Trifle,Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes
ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",4,6,IN,Apple and Marzipan Pie,"Rose, Almond and Raspberry Filo Pie"
ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",5,6,IN,Blackberry and Lemon Bakewell Slice,'Dropped Ice-Cream' Biscuit Centrepiece
ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",6,1,STAR BAKER,Citrus Tea Loaf,Twisted Swedish KanelbullarSaffron St. Lucia Buns
ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",7,2,IN,Plum Jam Roly-Polywith Ginger Ice cream,Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts
ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",8,1,STAR BAKER,Mango and Nigella Seed Spelt Cob,Carrot Cake and Pistachio Garden Plot
ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",9,4,IN,"Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions","Chocolate, Almond Praline and Saffron Opera Cake"
ruby,Tandoh,4,20,History of Art and Philosophy Student,"Southend, Essex",10,2,Runner-up,Picnic Basket Pie,"Raspberry, Lemon and Passion Fruit Wedding Cake"
ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",1,NA,IN,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles
ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",2,5,IN,Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs
ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",3,2,IN,Maple and Pecan Bread,"Chocolate and Orange Panettone
Cranberry Bagels"
ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",4,4,IN,Peach and Blueberry Boy Bait,"Apple & Ginger Crumble, Rhubarb Suet Crust, Cherry Queen of Puddings"
ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",5,3,IN,Minced Beef Pie,"Raspberry and Dark Chocolate Tart  Creme Patisserie and Cherry Tart  Citrus Curd Tart with Creme Brulee top  Tomato, Asparagus Twirl Canapés"
ruth,Clemens,1,31,Retail manager/Housewife,"Poynton, Cheshire",6,NA,Runner-up,"Mint, Ginger and Blackberry Cake",NA
ryan,Chong,3,38,Photographer,Bristol,1,8,IN,Kumquat and Orange Polenta,Hidden Flowerbed Mousse Cake
ryan,Chong,3,38,Photographer,Bristol,2,5,IN,Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan,"Cinnamon and Date Bagels
Tarragon and Rosemary Bagels"
ryan,Chong,3,38,Photographer,Bristol,3,5,IN,Spiced Pear Tarte Tatin,UNKNOWN
ryan,Chong,3,38,Photographer,Bristol,4,7,IN,Green Tea Opera Torte,"Strawberry, Rose and Pistachio Meringue"
ryan,Chong,3,38,Photographer,Bristol,5,8,STAR BAKER,Curry Spiced Seabass Wellington,Key Lime Pie
ryan,Chong,3,38,Photographer,Bristol,6,6,IN,Chocolate FondantsSticky Ginger and Date Puddings,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel"
ryan,Chong,3,38,Photographer,Bristol,7,6,OUT,Lardy Cakes,Char Siu Bao
ryan,Chong,3,38,Photographer,Bristol,8,NA,NA,NA,NA
ryan,Chong,3,38,Photographer,Bristol,9,NA,NA,NA,NA
ryan,Chong,3,38,Photographer,Bristol,10,NA,NA,NA,NA
sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",1,9,IN,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau
sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",2,4,IN,Chocolate Chunk and Hazelnut Biscotti,Sundried Tomato Cheese Biscuit Box
sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",3,7,IN,Soda Breads with Smoked Bacon and Onion,Basket of Bread Flowers with a Walnut and Blue Cheese Centre
sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",4,6,OUT,Pontefract Crème Brûlées,"Cassata, Whisky and Orange & Apple Pie Cheesecakes"
sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",5,NA,NA,NA,NA
sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",6,NA,NA,NA,NA
sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",7,NA,NA,NA,NA
sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",8,NA,NA,NA,NA
sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",9,NA,NA,NA,NA
sandy,Docherty,6,49,Child welfare officer,"Yeadon, West Yorkshire",10,NA,NA,NA,NA
sarah-jane,Willis,3,28,Vicar's wife,"Bewbush, West Sussex",1,1,IN,"Pear, Chocolate and Hazelnut",Hidden Crown Cake
